,maxdegree_1,maxdegree_2,maxdegree_3,maxdegree_4,sector_1,sector_2,sector_3,sector_4,sector_5,regio_1,regio_2,regio_3,regio_4,n_founders,founding_age,n_investors,n_fund_rounds,avrg_inv_per_round,n_leadinvestors,leadinv_rate,years_till_firstfund,total_funding,%_first_funding_of_total,female_founders,founders_experience,has_valuation,has_moneyraised_data,alpha_bench,alpha_bench_binary,Cluster
Rosslyn Data Technologies PLC,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0.3461538461538462,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.1724137931034483,0.0002958951503367314,0.5218907406261662,0,0.3333333333333333,0,0,-0.375,0,0
Yandex,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0.17307692307692307,0.058333333333333334,0.2727272727272727,0.0625,0.05263157894736842,0.25,0.3103448275862069,0.0006720257094447005,0.3251533142515872,1,0.2222222222222222,1,1,-0.284,0,1
Grubhub,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0.1538461538461539,0.11666666666666667,0.36363636363636365,0.125,0.3157894736842105,1.0,0.10344827586206896,0.0034722276108442003,0.013079678441676205,0,0.2222222222222222,1,1,-0.036,0,1
Mobile Max Technologies,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0002053252617585575,1.0000000000000002,0,0.3333333333333333,0,0,-0.219,0,0
Natera,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.2115384615384615,0.18333333333333332,0.5454545454545454,0.143125,0.21052631578947367,0.5714285714285714,0.13793103448275862,0.006363291480882918,0.02595717047011871,0,0.3333333333333333,1,1,-0.518,0,1
Mesoblast,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.5192307692307692,0.0,0.0,0.0,0.05263157894736842,1.0,0.41379310344827586,0.0002548863580895383,1.0000000000000002,0,0.2222222222222222,0,1,-0.126,0,0
Gunosy,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0.07692307692307693,0.06666666666666667,0.09090909090909091,0.21875,0.05263157894736842,0.5,0.034482758620689655,0.0011399128975824889,0.1385781615504441,0,0.2222222222222222,0,0,-0.388,0,1
Velocys,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.05769230769230771,0.0,0.0,0.0,0.0,0.0,0.4482758620689655,0.0035093983504906087,1.0000000000000002,0,0.1111111111111111,0,0,-0.345,0,0
Pure Storage,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.5,0.27499999999999997,0.4545454545454545,0.291875,0.3157894736842105,1.0,0.0,0.021923677817439646,0.00941874158902671,0,0.1111111111111111,1,1,-0.085,0,1
Enphase Energy,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0.38461538461538464,0.08333333333333333,0.1818181818181818,0.166875,0.05263157894736842,0.3333333333333333,0.10344827586206896,0.0031583405848128283,0.29411764691513254,0,0.1111111111111111,1,1,-0.446,0,1
ChinaNetCenter,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,0.058333333333333334,0.1818181818181818,0.104375,0.05263157894736842,0.3333333333333333,0.24137931034482757,0.0009606626785246734,0.21984970594464376,0,0.0,0,0,-0.281,0,1
Adocia,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.5192307692307692,0.04166666666666667,0.09090909090909091,0.125,0.0,0.0,0.10344827586206896,0.0015291119743764928,0.46948211322615935,0,0.2222222222222222,0,0,-0.442,0,0
ServiceNow,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.5576923076923077,0.05,0.2727272727272727,0.046875,0.15789473684210525,0.75,0.034482758620689655,0.0034558679059544795,0.029867189251724952,0,0.2222222222222222,1,1,-0.006,0,1
Midatech Pharma,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.09615384615384615,0.01666666666666667,0.09090909090909091,0.03125,0.05263157894736842,0.5,0.41379310344827586,0.001074397919138911,0.37492297180750944,0,0.1111111111111111,0,0,-0.209,0,1
Animoca Brands,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.5,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.24137931034482757,0.00035252171786157043,0.06585707594249197,0,0.3333333333333333,0,0,-0.448,0,1
Axcella,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.3461538461538462,0.09166666666666667,0.2727272727272727,0.125,0.2631578947368421,1.0,0.10344827586206896,0.006247648964078209,0.07138136748194399,0,1.0,0,1,-0.656,0,1
Safe Orthopaedics,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0.30769230769230765,0.03333333333333333,0.1818181818181818,0.041874999999999996,0.15789473684210525,1.0,0.0,0.0007686230946559075,0.4248269113412339,0,0.1111111111111111,0,0,-0.234,0,1
Phunware,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0.36538461538461536,0.2,0.6363636363636364,0.133125,0.15789473684210525,0.375,0.06896551724137931,0.003483791907955676,1.164758680181096e-08,0,0.4444444444444444,0,1,-0.798,0,1
BioSig Technologies,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.38461538461538464,0.06666666666666667,0.2727272727272727,0.078125,0.0,0.0,0.06896551724137931,0.00043474089211528293,0.08735415887174221,0,0.5555555555555556,0,0,-0.054,0,1
Senseonics,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.1,0.4545454545454545,0.073125,0.0,0.0,0.6551724137931034,0.004347806442446317,0.14245015715641077,0,0.0,0,0,-0.269,0,1
Neovacs,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.0,0.01666666666666667,0.09090909090909091,0.03125,0.10526315789473684,1.0,0.41379310344827586,0.0007386907944295525,5.5618282031039786e-08,0,0.1111111111111111,0,0,-0.359,0,1
MYM Nutraceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.36538461538461536,0.0,0.0,0.0,0.05263157894736842,1.0,0.13793103448275862,8.083385900943436e-05,1.0000000000000002,0,0.2222222222222222,0,0,-0.65,0,0
RingCentral,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0.4230769230769231,0.14166666666666666,0.4545454545454545,0.125,0.3157894736842105,1.0,0.10344827586206896,0.0018160610164181734,2.2523708841552743e-08,0,0.2222222222222222,1,1,-0.099,0,1
